link,identifier,title,creator,dc_creator,publisher,date,issued,description,subject,price,extent,materialType,alternative,edition,volumeTitle,seriesTitle,volume,seriesCreator,publicationName
1130000795513215232,"{'NIIBibID': ['BA41363304'], 'ISBN': ['4883224864']}","[{'value': '講座転換期の障害児教育', 'transcription': 'コウザ テンカンキ ノ ショウガイジ キョウイク'}]",,[{'name': '転換期の障害児教育編集委員会'}],[{'name': '三友社出版'}],1999,1999,"['別巻: 総目次, 障害児教育関係資料, ビデオ編解説', '子書誌あり', 'ISBN : 4883224864（ngk）']",,,['27cm'],['図書'],,,,,['別巻'],,
11212300755,,"[{'value': '[障害テープ資料]奥秩父の伝説と史話', 'transcription': 'オクチチブ ノ デンセツ ト シワ'}]","[{'name': '太田 巌', 'transcription': 'オオタ イワオ'}]",[{'name': '太田 巌 著'}],"[{'name': '浦和市立図書館', 'location': '浦和'}]",2001.4,2001,"['資料形態 : 録音資料 カセットテープ', '2001.4', '付:地図(2枚)', '原本:浦和 さきたま出版会 1983.1 ISBN4-87891-317-7']","{'value': ['埼玉県-歴史', '伝説-埼玉県'], 'NDC9': ['213.4', '388.134'], 'NDC8': ['213.4']}",非売品,['カセット5巻'],['録音図書（カセットテープ）'],,,,,,,
1130000793650423040,{'NIIBibID': ['AA12203816']},"[{'value': '東京の障害者教育史研究会会報', 'transcription': 'トウキョウ ノ ショウガイシャ キョウイクシ ケンキュウカイ カイホウ'}]","[{'name': '東京の障害者教育史研究会', 'transcription': 'トウキョウ ノ ショウガイシャ キョウイクシ ケンキュウカイ'}]",,[{'name': '『東障史研』事務局'}],[1998.11]-,1998,"['タイトルは題字欄による', '1号 (1998.11.25)の題字欄タイトル (誤記): 東京都の障害者教育史研究会会報', '出版者変更: 『東障史研』事務局 (-15号 (2002.6.5))→『東京の障害者教育史研究会』事務局 (16号 (2002.10.1)-)', '出版地変更: [浦和]→[さいたま]']",,,['30cm'],['雑誌'],[{'value': '東京都の障害者教育史研究会会報'}],,,,,,
000001476171,"{'JPNO': ['81000452'], 'NDLBibID': ['000001476171']}","[{'value': '戦後政治裁判史録', 'transcription': 'センゴ セイジ サイバン シロク'}]","[{'name': '田中, 二郎, 1906-1982', 'transcription': 'タナカ, ジロウ, 1906-1982'}]",[{'name': '田中二郎 [ほか]編集'}],"[{'name': '第一法規出版', 'location': '東京'}]",1980.10,1980,,"{'NDLSH': ['日本--政治--歴史--昭和時代', '訴訟記録'], 'NDLC': ['GB561'], 'NDC8': ['312.1']}",3300円,"['381, 110p ; 22cm']",['図書'],,,,,['5'],,
1130000796039971584,{'NIIBibID': ['BA32850290']},"[{'value': '身体障害者スポーツの歴史と現状', 'transcription': 'シンタイ ショウガイシャ スポーツ ノ レキシ ト ゲンジョウ'}]","[{'name': '日本身体障害者スポーツ協会', 'transcription': 'ニホン シンタイ ショウガイシャ スポーツ キョウカイ'}]",,[{'name': '日本身体障害者スポーツ協会'}],1997.4,1997,,{'value': ['日本身体障害者スポーツ協会']},,['26cm'],['図書'],[{'value': '身体障害者のスポーツの歴史と現状'}],['7版'],,,,,
1130282269279998592,{'NIIBibID': ['BA69311872']},"[{'value': '視覚障害者のための医学典籍講読法の開発と鍼灸・手技療法の歴史的考察', 'transcription': 'シカク ショウガイシャ ノタメノ イガク テンセキ コウドクホウ ノ カイハツ ト シンキュウ シュギ リョウホウ ノ レキシテキ コウサツ'}]","[{'name': '和久田, 哲司', 'transcription': 'ワクダ, テツジ'}]",[{'name': '和久田哲司研究代表'}],[{'name': '[和久田哲司]'}],[2004.6],2004,['平成13年度-平成15年度科学研究費補助金(基盤研究(C)(2))研究成果報告書'],,,['30cm'],['図書'],[{'value': '科学研究費補助金(基盤研究(C)(2))研究成果報告書'}],,,,,,
42111009810739927,,"[{'value': 'アジア・太平洋戦争と障害者の生存・人権・教育\u3000：\u3000ヒロシマ・ナガサキの障害者の被爆体験', 'transcription': 'アジア タイヘイヨウ センソウ ト ショウガイシャ ノ セイゾン ジンケン キョウイク\u3000ヒロシマ ナガサキ ノ ショウガイシャ ノ ヒバクタイケン'}]","[{'name': '清水 寛', 'transcription': 'シミズ ヒロシ'}, {'name': '埼玉大学障害児教育史ゼミナール集団', 'transcription': 'サイタマダイガクショウガイジキョウイクシゼミナールシュウダン'}]","[{'name': '清水寛／編'}, {'name': '埼玉大学障害児教育史ゼミナール集団／著'}]",,1996,1996,,{'NDC9': ['S19']},,"['1冊', '26cm']",['図書'],,,,"[{'value': '埼玉大学教育学部「障害児教育史演習」報告書', 'transcription': 'サイタマ ダイガク キョウイクガクブ ショウガイジ キョウイクシ エンシュウ ホウコクショ'}]",['第3集'],,
01111009810325599,,"[{'value': '身体障害者スポーツの歴史と現状', 'transcription': 'シンタイ\u3000ショウガイシャ\u3000スポーツ\u3000ノ\u3000レキシ\u3000ト\u3000ゲンジョウ'}]",,,"[{'name': '日本身体障害者スポーツ協会', 'location': '東京'}]",１９９９．３,1999,['奥付の書名：身体障害者のスポーツの歴史と現状'],"{'value': ['身体障害者'], 'NDC': ['７８０']}",頒価不明,['３３ｐ ; ３０ｃｍ'],['図書'],,,,,['平成１０年度版'],,
1130000793720574848,"{'NIIBibID': ['BN15179310'], 'ISBN': ['4750308501']}","[{'value': '近世障害者関係史料集成', 'transcription': 'キンセイ ショウガイシャ カンケイ シリョウ シュウセイ'}]","[{'name': '生瀬, 克己', 'transcription': 'ナマセ, カツミ'}]",[{'name': '生瀬克己編'}],[{'name': '明石書店'}],1996.9,1996,"['すでに活字化されている近世史料から障害者に関する史料を選び出し,年代順(1604-1870年頃まで)に編集したもの', '詳細目次: p[765]-803', 'ISBN : 4750308501（ngk）']","{'value': ['身体障害者 -- 歴史 -- 史料', '日本 -- 歴史 -- 史料', '日本 -- 社会 -- 歴史 -- 江戸時代 -- 史料', '身体障害者 -- 歴史'], 'NDLC': ['GB391'], 'NDC9': ['210.5'], 'NDC8': ['369.27']}",,['22cm'],['図書'],,,,,,,
1130000795815554432,"{'NIIBibID': ['BN12698559'], 'ISBN': ['4872369033']}","[{'value': '障害と差別', 'transcription': 'ショウガイ ト サベツ'}]","[{'name': '国立国会図書館逐次刊行物部', 'transcription': 'コクリツ コッカイ トショカン チクジ カンコウブツブ'}]",[{'name': '国立国会図書館編'}],[{'name': '大空社'}],1995.5,1995,"['編集協力: 大空社, 五月書房, ナダ書房', '「新聞切抜資料」の復刻版', 'ISBN : 4872369033（ngk）']","{'value': ['日本 -- 歴史 -- 昭和時代(1945年以後)'], 'NDC8': ['210.76']}",,['31cm'],['図書'],,,,,,,
1130000795025052672,{'NIIBibID': ['BA82752588']},"[{'value': '1995年度埼玉大学「障害児教育史演習」報告書 : アジア・太平洋戦争と障害者の生存・人権・教育 : 第2集沖縄戦の中の障害者', 'transcription': '1995ネンド サイタマ ダイガク ショウガイジ キョウイクシ エンシュウ ホウコクショ : アジア タイヘイヨウ センソウ ト ショウガイシャ ノ セイゾン ジンケン キョウイク : ダイ2シュウ オキナワセン ノ ナカ ノ ショウガイシャ'}]",,[{'name': '清水寛編 ; 埼玉大学教育学部「障害児教育史ゼミナール」集団著'}],[{'name': '埼玉大学教育学部「障害児教育史ゼミナール」集団'}],1996.2,1996,,,,['26cm'],['図書'],,,,,,,
112125665,,"[{'value': '[障害テープ資料]近代日本の戦争 : 20世紀の歴史を知るために', 'transcription': 'キンダイ ニホン ノ センソウ : ニジッセイキ ノ レキシ オ シル タメ ニ'}]","[{'name': '色川 大吉', 'transcription': 'イロカワ ダイキチ'}]",[{'name': '色川 大吉 著'}],"[{'name': '浦和市立図書館', 'location': '浦和'}]",2001.4,2001,"['資料形態 : 録音資料 カセットテープ', '原本:東京 岩波書店 1998.6 岩波ジュニア新書305 ISBN4-00-500305-2']","{'value': ['日本-歴史-近代', '戦争-歴史'], 'NDC9': ['210.6'], 'NDC8': ['210.6']}",非売品,['カセット5巻'],['録音図書（カセットテープ）'],,,,,,,
07111100426575,,"[{'value': '障害児教育史年表', 'transcription': 'ショウガイジ\u3000キョウイクシ\u3000ネンピョウ'}]","[{'name': '大山弘', 'transcription': 'オオヤマ, ヒロシ'}]",[{'name': '大山弘 著'}],"[{'name': '大山弘', 'location': '福島'}]",１９９２,1992,,{'NDC9': ['378']},,['２５１ｐ ; ２６ｃｍ'],,,['改訂追補版'],,,,,
33111009811029238,{'TRCMARCNO': ['OK1080267']},"[{'value': '身体障害者スポーツの歴史と現状', 'transcription': 'シンタイ\u3000ショウガイシャ\u3000スポーツ\u3000ノ\u3000レキシ\u3000ト\u3000ゲンジョウ'}]",,,"[{'name': '日本身体障害者スポーツ協会', 'location': '東京'}]",１９９６．４,1996-04,['共同刊行：公認身体障害者スポーツ指導者資格認定事務局'],"{'value': ['スポーツ', '身体障害者'], 'NDC9': ['780'], 'NDC8': ['780']}",頒価不明,"['５７ｐ', '２６ｃｍ']",['図書'],,['６版'],,,,,
11212300958,,"[{'value': '[障害テープ資料]昭和史の埼玉 : 激動の60年', 'transcription': 'ショウワシ ノ サイタマ : ゲキドウ ノ ロクジュウネン'}]","[{'name': '史の会', 'transcription': 'フミ ノ カイ'}]",[{'name': '史の会 編'}],"[{'name': '浦和市立図書館', 'location': '浦和'}]",1996.6,1996,"['資料形態 : 録音資料 カセットテープ', '文献:p273~274', '原本:浦和 さきたま出版会 1986.4 ISBN4-87891-031-3']","{'value': ['埼玉県-歴史'], 'NDC9': ['213.4'], 'NDC8': ['213.4']}",非売品,['カセット9巻'],['録音図書（カセットテープ）'],,,,,,,
11212300946,,"[{'value': '[障害テープ資料]埼玉の女たち : 歴史の中の25人', 'transcription': 'サイタマ ノ オンナタチ : レキシ ノ ナカ ノ ニジュウゴニン'}]","[{'name': '韮塚 一三郎', 'transcription': 'ニラツカ イチサブロウ'}]",[{'name': '韮塚 一三郎 著'}],"[{'name': '浦和市立図書館', 'location': '浦和'}]",1997.1,1997,"['資料形態 : 録音資料 カセットテープ', '1997', '原本:浦和 さきたま出版会 1985年刊 ISBN4-87891-012-7']","{'value': ['伝記-埼玉県', '女性-伝記'], 'NDC9': ['281.34'], 'NDC8': ['281.34']}",非売品,['カセット7巻'],['録音図書（カセットテープ）'],,,,,,,
1130282268857513472,{'NIIBibID': ['BA74059932']},"[{'value': '身体障害者スポーツの歴史と現状', 'transcription': 'シンタイ ショウガイシャ スポーツ ノ レキシ ト ゲンジョウ'}]","[{'name': '日本身体障害者スポーツ協会', 'transcription': 'ニホン シンタイ ショウガイシャ スポーツ キョウカイ'}]",,[{'name': '日本身体障害者スポーツ協会'}],1993.4,1993,,,,['26cm'],['図書'],[{'value': '身体障害者のスポーツの歴史と現状'}],['3版'],,,,,
11212299970,,"[{'value': '[障害デイジー資料]近代日本の戦争 : 20世紀の歴史を知るために', 'transcription': 'キンダイ ニホン ノ センソウ : ニジッセイキ ノ レキシ オ シル タメ ニ'}]","[{'name': '色川 大吉', 'transcription': 'イロカワ ダイキチ'}]",[{'name': '色川 大吉 著'}],"[{'name': 'さいたま市立北浦和図書館', 'location': 'さいたま'}]",1998.6,1998,"['資料形態 : DAISY', '2006.12', '原本:東京 岩波書店 1998.6 岩波ジュニア新書305 ISBN4-00-500305-2']","{'value': ['日本-歴史-近代', '戦争-歴史'], 'NDC9': ['210.6'], 'NDC8': ['210.6']}",非売品,['6時間46分 ; 12cm'],['DAISY'],,,,,,,
11212301015,,"[{'value': '[障害テープ資料]浦和市史', 'transcription': 'ウラワ シシ'}]","[{'name': '浦和市総務部市史編さん室', 'transcription': 'ウラワシ ソウムブ シシ ヘンサンシツ'}]",[{'name': '浦和市総務部市史編さん室 著'}],"[{'name': '浦和市立図書館', 'location': '浦和'}]",1992,1992,"['資料形態 : 録音資料 カセットテープ', '原本:浦和 浦和市 1990']","{'value': ['浦和市-歴史'], 'NDC9': ['213.4'], 'NDC8': ['213.4']}",非売品,['カセット35巻'],['録音図書（カセットテープ）'],,,,,['通史編3'],,
17111009710150379,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],[{'name': '北陸体育学会'}],,1994,['「北陸体育学会紀要」第30号別刷'],{'NDC9': ['378']},,['p1〜8 ; 26cm'],['図書'],,,,,['[94]'],,
17111009710157261,,"[{'value': '日本における心身障害者体育の史的発展の特質', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ハッテン ノ トクシツ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],"[{'name': '北陸大学', 'location': '金沢'}]",,1995,['「北陸大学紀要」第19号抜刷'],{'NDC9': ['378']},,['p267〜282 ; 26cm'],['図書'],,,,,['[95]'],,
000000297953,{'NDLBibID': ['000000297953']},"[{'value': 'Development of special education for the intellectually handicapped with particular reference to Victoria, Australia, and Tokyo, Japan : the development of societal attitudes towards people who are suffering from intellectual impairment'}]","[{'name': 'Henry, Kenneth W', 'transcription': 'ヘンリー, ケネス ウィリアム'}]","[{'name': 'Henry, Kenneth W. [著]'}]",,,,"['博士論文', '博士論文']",{'NDLC': ['UT51']},,,['博士論文'],"[{'value': 'オーストラリア・ビクトリア州と東京都を中心とした知能障害児教育の歴史的発展の研究 : 知能障害児・者に対する社会の態度の発展', 'transcription': 'オーストラリア ビクトリアシュウ ト トウキョウト オ チュウシン ト シタ チノウ ショウガイジ キョウイク ノ レキシテキ ハッテン ノ ケンキュウ : チノウ ショウガイジ シャ ニ タイスル シャカイ ノ タイド ノ ハッテン'}]",,,,,,
1130282268793382528,"{'NIIBibID': ['BA69810522'], 'ISBN': ['4820597965', '4820597973', '4820597981', '482059799X', '4820598007', '4820598015', '4820598023', '4820598031', '482059804X', '4820598058', '4820598066', '4820598074', '4820598082', '4820598090', '4820598104', '4820598112', '4820598481']}","[{'value': '障害児教育・福祉年史集成', 'transcription': 'ショウガイジ キョウイク フクシ ネンシ シュウセイ'}]","[{'name': '津曲, 裕次', 'transcription': 'ツマガリ, ユウジ'}]",,[{'name': '日本図書センター'}],2004.11-2005.11,2004,"['第1・2期解説・付録の解説者: 津曲裕次', '復刻', '第1期第1巻: 底本: 『花のまわりで : 旭出学園50年のあゆみ』 (旭出学園 平成13年刊), 『あゆみ : 十周年記念』 (愛育養護学校, 昭和40年刊), 『いと小さき者 : 滝乃川学園創立100周年記念写真集』 (滝乃川学園, 平成4年刊)', '第1期第2巻: 底本: 『文集思い出の綴り』 (多摩藤倉学園 昭和55年刊), 『八幡学園創立六十周年記念誌』 (八幡学園 昭和63年刊)', '第1期第3巻: 底本: 『青鳥三十年』 (東京都立青鳥養護学校 昭和54年刊)', '第1期第4巻: 底本: 『東京教育大学附属聾学校の教育 : その百年の歴史』 (東京教育大学附属聾学校 昭和50年刊)', '第1期第5巻: 底本: 『光を求めて九十年』 (横浜訓盲院 昭和54年刊), 『長野県長野盲学校創立百周年記念誌』 (長野県長野盲学校創立百周年記念事業実行委員会 平成12年刊), 『暁光 : 北海道函館盲学校・北海道函館聾学校』 (北海道函館盲・聾学校創立百周年記念事業協賛会事業部 平成7年刊)', '第1期第6巻: 底本: 『長野県長野ろう学校創立百周年記念誌』 (長野県長野ろう学校創立百周年記念事業実行委員会 平成15年刊), 『日本聾話学校70年史』 (キリスト新聞社 平成2年刊)', '第1期第7巻: 底本: 『創立二十周年記念誌』 (東京都立光明小中学校 昭和27年刊), 『桐が丘30周年記念誌』 (筑波大学附属桐が丘養護学校 平成元年刊)', '第2期第8巻: 底本: 『思斉 : 創立50周年記念誌』 (大阪市立思斉養護学校 平成2年刊), 『消シテハナラヌ世ノ光 : 近江学園創立50周年記念誌』 (滋賀県立近江学園 平成8年刊), 『びわこ学園の20年 : 一九六三-一九八三 : 創立20周年記念誌』 (びわこ学園 昭和58年刊)', '第2期第9巻: 底本: 『岐阜盲学校百年史』 (岐阜県立岐阜盲学校創立百周年記念事業実行委員会 平成7年刊), 『創立八十周年記念誌』 (愛媛県立松山盲学校 昭和62年刊)', '第2期第10巻: 底本: 『創立八十年史』 (山口県立盲学校 昭和60年刊), 『徳島県盲教育八十年・徳島県立盲学校創立五十周年記念徳島県盲教育史』 (徳島県立盲学校 昭和55年刊)', '第2期第11巻: 底本: 『鹿児島県立鹿児島盲学校創立百周年記念誌』 (鹿児島県立鹿児島盲学校創立百周年記念事業実行委員会 平成15年刊), 『学校創立八十八周年・同窓会設立八十周年記念誌』 (福岡県立柳河盲学校 平成10年刊)', '第2期第12巻: 底本: 『長崎県立盲学校100年の歩み : 創立百周年記念誌』 (長崎県立盲学校 平成10年刊)', '第2期第13巻: 底本: 『沖縄県立沖縄盲学校創立60周年記念誌』 (沖縄県立盲学校 昭和58年刊), 『創立75周年記念誌』 (沖縄県立沖縄ろう学校 平成12年刊)', '第2期第14巻: 底本: 『三田谷治療教育院創立三十年記念集』 (三田谷治療教育院 昭和31年刊), 『三田谷治療教育院史稿 後編』 (三田谷治療教育院 平成4年刊), 『十五年のあゆみ』 (東大寺整肢園 昭和46年刊)', 'ISBN : 4820597965（ngk）', 'ISBN : 4820597973（ngk）', 'ISBN : 4820597981（ngk）', 'ISBN : 482059799X（ngk）', 'ISBN : 4820598007（ngk）', 'ISBN : 4820598015（ngk）', 'ISBN : 4820598023（ngk）', 'ISBN : 4820598031（ngk）', 'ISBN : 482059804X（ngk）', 'ISBN : 4820598058（ngk）', 'ISBN : 4820598066（ngk）', 'ISBN : 4820598074（ngk）', 'ISBN : 4820598082（ngk）', 'ISBN : 4820598090（ngk）', 'ISBN : 4820598104（ngk）', 'ISBN : 4820598112（ngk）', 'ISBN : 4820598481（ngk）']","{'value': ['障害者教育 -- 歴史'], 'NDC9': ['378.021'], 'NDC8': ['378.021']}",,['27cm'],['図書'],[{'value': '障害児教育福祉年史集成'}],,,,"[': 第1期セット', '第1期第1巻', '第1期第2巻', '第1期第3巻', '第1期第4巻', '第1期第5巻', '第1期第6巻', '第1期第7巻', ': 第2期セット', '第2期第8巻', '第2期第9巻', '第2期第10巻', '第2期第11巻', '第2期第12巻', '第2期第13巻', '第2期第14巻', '第1・2期 解説・付録']",,
42111009510056737,,"[{'value': 'ドキュメント戦後の日本\u3000：\u3000障害と差別', 'transcription': 'ドキユメント センゴ ノ ニホン\u3000ショウガイ ト サベツ'}]","[{'name': '国立国会図書館', 'transcription': 'コクリツ コッカイ トショカン'}]",[{'name': '国立国会図書館／編'}],[{'name': '大空社'}],1995.05,1995-05,['5巻セット￥150000 ★'],{'NDC9': ['210.7']},￥３００００,"['346,73p', '31cm']",['図書'],,,,"[{'value': '新聞ニュースに見る社会史大事典', 'transcription': 'シンブン ニュース ニ ミル シャカイシ ダイジテン'}]",['13 社会編'],,
17111009710151111,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],"[{'name': '北陸大学', 'location': '金沢'}]",,1994,['「北陸大学紀要」第18号抜刷'],{'NDC9': ['378']},,['p197〜216 ; 26cm'],['図書'],,,,,['[94-2]'],,
11212301073,,"[{'value': '[障害テープ資料]浦和市史', 'transcription': 'ウラワ シシ'}]","[{'name': '浦和市総務部市史編さん室', 'transcription': 'ウラワシ ソウムブ シシ ヘンサンシツ'}]",[{'name': '浦和市総務部市史編さん室 編'}],"[{'name': '浦和市立図書館', 'location': '浦和'}]",1990.5,1990,"['資料形態 : 録音資料 カセットテープ', '原本:浦和 浦和市 1988']","{'value': ['浦和市-歴史'], 'NDC9': ['213.4'], 'NDC8': ['213.4']}",非売品,['カセット32巻'],['録音図書（カセットテープ）'],,,,,['通史編2'],,
17111009710150378,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],"[{'name': '北陸大学', 'location': '金沢'}]",,1993,['「北陸大学紀要」第17号抜刷'],{'NDC9': ['378']},,['p39〜61 ; 26cm'],['図書'],,,,,['[93]'],,
17111005010004542,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],"[{'name': '北陸体育学会', 'location': '金沢'}]",,1993,['北陸体育学会紀要第29号別刷'],{'NDC9': ['378']},,['7p ; 26cm'],['図書'],,,,,['[93-2]'],,
11212301120,,"[{'value': '[障害テープ資料]浦和市史', 'transcription': 'ウラワ シシ'}]","[{'name': '浦和市総務部市史編さん室', 'transcription': 'ウラワシ ソウムブ シシ ヘンサンシツ'}]",[{'name': '浦和市総務部市史編さん室 編'}],"[{'name': '浦和市立図書館', 'location': '浦和'}]",1989.6,1989,"['資料形態 : 録音資料 カセットテープ', '原本:浦和 浦和市 1987']","{'value': ['浦和市-歴史'], 'NDC9': ['213.4'], 'NDC8': ['213.4']}",非売品,['カセット31巻'],['録音図書（カセットテープ）'],,,,,['通史編1'],,
17111005010004541,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],"[{'name': '北陸大学', 'location': '金沢'}]",,1992,['『北陸体育学会紀要 第28号』抜刷'],{'NDC9': ['378']},,['p53〜62 ; 26cm'],['図書'],,,,,['第19報'],,
17111009710150580,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],"[{'name': '北陸大学', 'location': '金沢'}]",,1991,['「北陸大学紀要」第15号抜刷'],{'NDC9': ['378']},,['25p ; 26cm'],['図書'],,,,,['第20報'],,
000003839742,"{'BRNO': ['90002726'], 'NDLBibID': ['000003839742']}","[{'value': '視覚障害者(児)の教育・職業・福祉 その歴史と現状', 'transcription': 'シカク ショウガイシャ ジ ノ キョウイク ショクギョウ フクシ'}]","[{'name': '日本盲人福祉研究会', 'transcription': 'ニホン モウジン フクシ ケンキュウカイ'}]",[{'name': '「視覚障害者 (児) の教育・職業・福祉」編集委員会 編'}],"[{'name': '横浜市中央図書館 ', 'description': '手製', 'location': '横浜'}]",1990,1990,"['資料種別 : [録音資料]', '資料形態 : 録音資料 カセットテープ', '原本: 日本盲人福祉研究会 1989']",{'NDC9': ['369.275']},,['カセット 11巻'],"['録音資料', 'カセットテープ']",,,,,,,
08111001000639943,,"[{'value': '茨城の障害者問題研究', 'transcription': 'イバラキ ノ ショウガイシャ モンダイ ケンキュウ'}]","[{'name': '全国障害者問題研究会茨城支部', 'transcription': 'ゼンコク ショウガイシャ モンダイ ケンキュウカイ イバラキ シブ'}, {'name': '清水 寛', 'transcription': 'シミズ ヒロシ'}, {'name': '船橋 秀彦', 'transcription': 'フナバシ ヒデヒコ'}, {'name': '野沢 千春', 'transcription': 'ノザワ,チハル'}, {'name': '鈴木 睦美', 'transcription': 'スズキ ムツミ'}, {'name': '木村 勝代', 'transcription': 'キムラ,カツヨ'}, {'name': '大山 智子', 'transcription': 'オオヤマ,トモコ'}, {'name': '田仲 一徳', 'transcription': 'タナカ,カズノリ'}, {'name': '森下 芳郎', 'transcription': 'モリシタ ヨシロウ'}]",[{'name': '全国障害者問題研究会茨城支部／編'}],"[{'name': '全国障害者問題研究会茨城支部', 'location': '水戸'}]",1984.3,1984-03,,"{'value': ['身体障害者', '障害者教育'], 'NDC9': ['369.27'], 'NDC8': ['369.27']}",￥500,"['86p', '26cm']",['図書'],,,"[{'value': '障害児教育史研究', 'transcription': 'ショウガイジ キョウイクシ ケンキュウ'}]",,['創刊号'],,
17111005010004540,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],"[{'name': '北陸大学', 'location': '金沢'}]",,1990,['『北陸大学紀要』第14号抜刷'],{'NDC9': ['378']},,['p325〜343 ; 26cm'],['図書'],,,,,['第18報'],,
17111009710150581,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],[{'name': '北陸体育学会'}],,1990,['北陸体育学会紀要第26号別刷'],{'NDC9': ['378']},,['p79〜86 ; 26cm'],['図書'],,,,,['第16報'],,
907259,,"[{'value': '視覚障害者（児）の教育・職業・福祉\u3000その歴史と現状', 'transcription': 'シカク\u3000ショウガイシャジノ\u3000キョウイク\u3000ショクギョウ\u3000フクシ\u3000ソノ\u3000レキシト\u3000ゲンジョウ'}]","[{'name': '日本盲人福祉研究会編', 'transcription': 'ニホン\u3000モウジン\u3000フクシ\u3000ケンキュウカイ'}]",[{'name': '日本盲人福祉研究会編 著'}],"[{'name': '日本盲人福祉研究会', 'location': '東京'}]",1989年3月,1989-03,['資料形態 : 点字資料 点字冊子'],{'NDC': ['360.']},,['5巻'],"['図書', '点字']",,,,,,,
735432,,"[{'value': '視覚障害者（児）の教育・職業・福祉 -その歴史と現状-', 'transcription': 'シカク\u3000ショウガイシャ\u3000ジ\u3000ノ\u3000キョウイク\u3000ショクギョウ\u3000フクシ\u3000ソノ\u3000レキシ\u3000ト\u3000ゲンジョウ'}]","[{'name': '谷合／侑', 'transcription': 'タニアイ，ススム'}]",[{'name': '谷合侑 著'}],"[{'name': '日本盲人福祉研究会', 'location': '東京'}]",1989年,1989,['資料形態 : 点字資料 点字データ'],{'NDC': ['060']},,['10巻'],"['図書', '点字']",,,,,,,
000003829829,"{'BRNO': ['89002407'], 'NDLBibID': ['000003829829']}","[{'value': '発達保障思想の形成 障害児教育の史的探究', 'transcription': 'ハッタツ ホショウ シソウ ノ ケイセイ'}]","[{'name': '清水, 寛', 'transcription': 'シミズ, ヒロシ'}]",[{'name': '清水寛 著'}],"[{'name': '東京都立中央図書館 ', 'description': '手製', 'location': '東京'}]",1989,1989,"['資料種別 : [録音資料]', '資料形態 : 録音資料 カセットテープ', '原本: 青木書店 1981 青木教育叢書']",{'NDC9': ['378']},,['カセット 13巻'],"['録音資料', 'カセットテープ']",,,,,,,
17111005010004783,,"[{'value': '日本における心身障害者体育の史的研究', 'transcription': 'ニホン ニ オケル シンシン ショウガイシャ タイイク ノ シテキ ケンキュウ'}]","[{'name': '北野 与一', 'transcription': 'キタノ ヨイチ'}]",[{'name': '北野 与一 著'}],[{'name': '北陸体育学会'}],,1991,,{'NDC9': ['378']},,['p75〜82 ; 26cm'],['図書'],,,,"[{'value': '北陸体育学会紀要 ; 第27号の抜刷', 'transcription': 'ホクリク タイイク ガッカイ キヨウ ; 002700'}]",['第17報'],,
